title,link,score,review
듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,
디어 에반 핸슨,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=207940&target=after,10,노래가 너무 좋았어요 진짜 꼭 보세요ㅠㅠㅠ
닥터 스트레인지,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=125459&target=after,10,진짜 매력적인 캐릭터인듯
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=after,8,살면서 본 공포 영화 중에 가장 불쾌한 공포였지만 그렇다고 영화가 엄청 나빴다고는 볼 수 없었다… 배우들 연기 지렸…. 중간에 수치스럽게 벌떡 서서 보고 소리 때매 쫄려서 사운드도 돌비로 감상하다 껐다 태국 사람들 참 공포영화 장인이야… 넷플로 공짜로 본다면 뭐 추천…. (공포영화 꼭 봐야겠다면)
장고:분노의 추적자,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=87311&target=after,10,본 지 좀 됐지만 이 영화 연출은 천재가 아니면 할수 없는 연출이다. 이 영화가 왜 평가 절하 되어 있는지 이해가 되지 않는다. 이 영화를 보고 충격을 받았다. 내가 2000년대 본 영화중에 최고의 작품으로 뽑는다. 쿠앤틴 타란티노 이 사람은 졸작도 대박이지만 대작도 대박이다.
싱크홀,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=188472&target=after,10,나만 재밌게 본겨?나이 먹을수록 웃음이 줄어든다는데..난 아직 어린걸로~
코코,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=151728&target=after,10,
싱크홀,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=188472&target=after,9,
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=after,6,솔직한 감상평으로 초중반까지 아무래도 태국감성의 신박한 느낌이 있어서 재미있긴했는데 뒤로 갈수록 걍 난장판되는 느낌? 아주 그냥 좀비물인지 걍 알아서 물고뜯고 맛보고즐기고 반복하다가 허무하게.. 그냥 배우들이 내용없는 영화 멱살잡고 캐리한거같네요 특히 여주인공이 연기 개잘했음 혼자 걍 북치거 장구치고 다하다 끝남 ㅠ 걍 평점 6점정도임 셔터랑 곡성의 반씩만 따라가주지 ..+ + 감독들끼리 만났는데 왜 마이너스가 됬노..
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=after,6,솔직한 감상평으로 초중반까지 아무래도 태국감성의 신박한 느낌이 있어서 재미있긴했는데 뒤로 갈수록 걍 난장판되는 느낌? 아주 그냥 좀비물인지 걍 알아서 물고뜯고 맛보고즐기고 반복하다가 허무하게.. 그냥 배우들이 내용없는 영화 멱살잡고 캐리한거같네요 특히 여주인공이 연기 개잘했음 혼자 걍 북치거 장구치고 다하다 끝남 ㅠ 걍 평점 6점정도임 셔터랑 곡성의 반씩만 따라가주지 ..+ + 감독들끼리 만났는데 왜 마이너스가 됬노..
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=after,6,솔직한 감상평으로 초중반까지 아무래도 태국감성의 신박한 느낌이 있어서 재미있긴했는데 뒤로 갈수록 걍 난장판되는 느낌? 아주 그냥 좀비물인지 걍 알아서 물고뜯고 맛보고즐기고 반복하다가 허무하게.. 그냥 배우들이 내용없는 영화 멱살잡고 캐리한거같네요 특히 여주인공이 연기 개잘했음 혼자 걍 북치거 장구치고 다하다 끝남 ㅠ 걍 평점 6점정도임 셔터랑 곡성의 반씩만 따라가주지 ..+ + 감독들끼리 만났는데 왜 마이너스가 됬노..
보안관,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=146524&target=after,10,재밌네요 웃다갑니다ㅋㅋ
이 세상의 한구석에,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=156565&target=after,10,"우리가 일본애니 잼있으니까 찾아서 보는 거면서, 무슨 일본애니에서 우리나라 민족주의를 요구하냐? 일본 사람들에게는 본인 국가 본인 국민들 이야기가 중요하지 우리나라 입장이 뭐가 중요하겠어. 우리도 똑같잖아. 본인국가 본인 국민들 이야기를 놀랍도록 아름답게 표현한 애니매이션임, 객관적으로 봤을때 아주 우수하고 감동적입니다"
스파이의 아내,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=196052&target=after,6,일본 사람도 자기들이 무슨 짓을 저질렀는지 알고는 있구나. 아오이 유우는 우익이라고 들었는데 헛소문이었던건가??
듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,2,완전 지루함시간 돈 모두 아깝
디어 에반 핸슨,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=207940&target=after,6,"노래 좋고 목소리 정말 좋고 연기도 좋은데 개연성 떨어지는 각본 구성, 노래와 연결되지 않는 흐름, 마지막 나오는 노래까지도 와닿지않는 강요식 반복. 왜 라라랜드 제작진이 음악구성을 했다고 광고에서 강조하는지 이해가 됐어요.."
택시운전사,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=146469&target=after,10,송강호 연기 진짜 잘한다
장수상회,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=120125&target=after,10,아..이거보고 눈이 빠질정도로 울었네요..부모님 생각이 많이 나게 하는 작품이네요 최고입니다!!
기적,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=199860&target=after,6,보다가 졸다가 보다가 졸다가… 잔잔하고 뻔한 코리아감성 코드 그래도 뭔가 있겠지 봤는데… 졸리기만 하다… 배역들의 감정교감의 개연성도 많이 떨어진다. 간이역이 생긴게 기적인지? 주인공이 유학간게 기적인지… 이 영화를 보고 만점을 준 사람들이 기적인지?
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,7,극한직업만큼 재밌진 않음. 유진 역 배우가 너무 좋았음
듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,7,사막이 좋아졌음
듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,정말 너무 재미있게 봤습니다 영상이 너무 예뻐요
"당신, 거기 있어줄래요",https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=145292&target=after,8,둘중에 하나만을 선택했어야 하는걸까? 현재의 나와 미래의 나 사이에 대립하는 가치에 대한 질문은 흥미로웠지만 딱 거기까지만.. 그래도 진심이 담긴 재회는 힘이 있다.
모가디슈,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=192150&target=after,10,
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,10,"평점 나만이해안가냐,??ㅋㅋㅋ골땨리네"
당신은 믿지 않겠지만,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=195444&target=after,10,잘만든 잊고싶지 않을 에세이집 한편과 같은 영상물입니다~ 수고하신 배우들에게 박수 아끼지 않습니다!
강릉,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=208530&target=after,10,오랜만에 볼만한 유오성 장혁 배우님들 명품연기 끝장난다ㅋㅋㅋㅋ 시간가는 줄 몰랐네요
샹치와 텐 링즈의 전설,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187348&target=after,2,중국이 문제인가 마블이 문제인가!?동양을 미개하게 보는건가??아니면 중국은 진심 자기네가 잘생겼고 미적으로 멋있고 예쁘고 뭐 그런가???이터널 여주도 그렇고 솔까 마동석도 왜 중국캐같냐?무튼..중국은 아직도 홍금보성룡 90초느낌나고 배우들 싹다!!거기다 마블이 대체 왜 동조하고 자기네 브랜드파워 싹깍아먹는 짓을 했는지 의문이고!!진심!!5분만에 토쏠리는 중국몽동양비하의 합작품이 너무 실망이다!!겉포장과배경은 번지르르한 마블인데..배우들 특히 동양계!중국계들이 너무 촌시럽다ㅠㅠ이질적이라 보기너무 힘들다ㅠ
듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,8,웅장한 연출이 흥미롭지만 진행이 굉장히 지루했음
미녀 삼총사 3,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=186611&target=after,10,기대 이상으로 너무 재밌고 출연진도 대박이고 ost도 최고임 다 애정해
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,10,이걸 왜 재미없다고 하지?
보이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=190320&target=after,7,버벌진트형님 랩만 잘하시는줄 알았는데 연기도 잘하시네요!
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,7,별 스토리가 없음. 드루이그만 매력적
베놈 2: 렛 데어 비 카니지,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187323&target=after,8,"볼만은 했지만, 어린이용 히어로물느낌이 들어서 원작베놈과 간극이 좀 심한듯ㅋㅋ이왕 19세로 걸고 DC의 다크히어로식으로 갔으면 훨씬 더 좋았을꺼같음ㅋㅋ그런데 쿠키영상 진짜 지린다.."
싱크홀,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=188472&target=after,9,"솔직히 웃으려고 보면 문제 없음그래도 1,2점 주는 사람은 좀 심한것 같음"
기적,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=199860&target=after,9,충분히 색다른 소재고 내용도 재밌었지만 전개 중간 설정에 약간의 허술함이 보여 조금 아쉬웠어요
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,10,동석씨의 귀여움을 잘 표현 안젤리나 졸라이쁘다…..ㅜ 배역들이 너무나 다 잘어울리고 잘 표현한거 같아요 감동적인 스토리 너무 좋습니다!이터널스2가 더더욱 기대가 되네요♡
클레멘타인,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=37886&target=after,10,
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,1,마동석 돈리  까만머리 미쿡인 니네 나라로 가라.
비와 당신의 이야기,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=192620&target=after,4,잉...  그냥그래요 제목도 어그로가 ㅠ그래도 잘봤어요..  남자님들의 첫사랑은 어떤느낌일까...
불한당: 나쁜 놈들의 세상,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=154112&target=after,10,임시완 설경구 연기에 눈을 못 뗌!
싱크홀,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=188472&target=after,2,장난하나 cg가 진짜 80년대 영화보다 못함 최악이네
강릉,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=208530&target=after,1,와 진짜 너무너무 재미없어요....강원도사투린지북한말인지알수없는 사투리와 뜬금없는전개 진짜 비추비추
호빗 : 뜻밖의 여정,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=68073&target=after,8,거대한 시작
블랙 위도우,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184318&target=after,8,"마블영화에서 바라는 기대치는 충족했으나, 그 이상은 없었던거 같습니다."
디어 에반 핸슨,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=207940&target=after,8,노래가 좋아요
비바리움,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187294&target=after,2,지금까지 본 영화중 최악이였음 스트레스 만땅 시간아까움 허무함 강력 비추
레드 노티스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191543&target=after,4,블랙아담과 원더우먼 그리고 그린읍읍... 죄송합니다. ㄷㅔ드풀이 서로 뭐하는건지...
이웃사촌,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=164143&target=after,2,빨갱이 미화 잘하네. ㅉㅉㅉ.
프렌치 디스패치,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187312&target=after,8,영상미는 정말 예쁘다
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,8,스토리와 영상미 위주 마블 영화치고 액션이 약하고 재미없다
안나 카레니나,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=93217&target=after,6,와 남주 진짜 존잘이네요 엠마뉴엘 베아르의 젊을적 느낌 맑고 청순한.주드로는..좀 충격이었습니다(연기말고) 키이라 나이틀리는 디올광고에 사랑말고 다필요없어 느낌. 연기가 여운이 없네요. 오히려 레빈역의 연기가 일관되게 좋았습니다.  연극적인 연출이 되려 몰입을 방해하는것 같았습니다. 의상에 공들인 느낌은 나네요.
극장판 포켓몬스터2: 루기아의 탄생,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=27628&target=after,6,단순한 스토리이지만 그래도 포켓몬은 포켓몬이니까
강릉,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=208530&target=after,2,그냥 느와르주연배우들 보는 재미로 볼거면 봐도됨 근데 기승전결이 사람 죽이고 이게 다임 결과가 없음 그냥 너도 죽고 쟤도 죽고 아 걔도 죽고 얘도 죽고 ㅇㅇ 너도 죽어~~ 연쇄살인장면반복영화라고 보면될 듯 주인공이나 조연들은 다 연기를 잘해서좋았다만 지가 죽을 거 알고도 끝까지 가는 OOOO나 지 눈앞에거 부하들이 칼빵맞고 뒈지는거 구겅이나 하는 놈이나 각본상 노답
알.이.씨,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=69783&target=after,7,마지막 30분이 있어서 그나마 7점
싱크홀,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=188472&target=after,6,6점 주기도  아깝다는~
듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,
라스트 듀얼: 최후의 결투,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191545&target=after,7,좋은 연기를 보여주기는 했는데.. 소재있어서는 호불호가 좀 갈리지 않을까 싶었습니다.
고양이에게 밥을 주지 마세요,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=195962&target=after,10,
인질,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185614&target=after,2,억지로짜맞춘  스토리 시간이아까워요.
네온 데몬,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=125461&target=after,2,"여관방 쥔장, 키아누 리브스 ㅋㅋ"
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,1,클레멘타인은 최고의 영화입니다.
샹치와 텐 링즈의 전설,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187348&target=after,9,무술훌륭하고 스토리좋고 난 너무재밌게 봣당ㅋ
실버 스케이트,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=196891&target=after,10,기대하지않고 보았는데~ 감동입니다~영상미 스토리 연출 다 조아요~~해피엔딩
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,8,너무 평점이 안좋아서 기대 아예 안하고 봐서 그런지는 몰라도 나름 괜찮았어요 다만 시간이 너무 길어서 지루하긴 했지만 기존의 마블 시리즈와 연관되는 내용들도 있어서 마블팬이라면 보는걸 추천드립니다
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,10,막 스토리가 있고 그렇진 않지만 가볍게 보기 좋아요! 재밌었습니당
코마,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=197277&target=after,10,연출 각본 모두 훌룡합니다 이영화가 고작 칠점이라니 제길….
뷰티 인사이드,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=129050&target=after,10,그냥 아무생각없이 봤는데 인생영화
씬 시티,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=39908&target=after,10,마브는 거의 무적이구만...ㅋㅋ근데 거기에 못지않게 싹슬이 하고 다니는미호 도 진짜 ㅋㅋ 마브+미호 가 살림 그리고 덤으로알바리즈 시절을 보는 즐거움
친구,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=30889&target=after,10,남편이 보여줬는데 제가 중1때 나온 영화더라구요. 너무 완벽히 잘만든 영화라 깜짝 놀랐어요.
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,10,사람들 다 불호라고하지만 난 너무 재밌었다ㅠㅠ 역시 마블은 마블!
투 러버스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=49057&target=after,6,ㅋㅋㅋ엔딩 대단! 원래 욕 잘안하지만한문장 평을 쓰지면‘OO홍상수야?ㅋㅋㅋ’호아킨 피닉스 연기는 잘하지만 여자인 내가 느끼기에 남자로서 매력은 없고 징그럽다는 느낌때문에 영화보면서 몰입이 힘듦.(특히 스킨쉽 부분들) 도대체 산드라가 빠져버린 매력을 아무리 찾으려 해도 찾을수가 없음 징그러움 또 징그러움.ㅜ 연출 의도는 괜찮았지만 상대에게 빠지는 장면이나 과정이 납득 안됨. 아무 이유없이 빠져드는게 사랑이라지만 그래도 개연성이 너무 부족한 느낌. 차라리 날것 그대로 같은 홍상수 감독 영화가 나은듯 이건 로맨스 영화도 아니고 병맛 영화도 아니고 어중간해서 별로
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,3,다 어디서 본 것 같은 히어로들 짬뽕.. 차라리 그리스 로마 신화나 제대로 실사화 해주면 안되나 그나마 안젤리나 졸리 캐릭터랑 드루이드 역할 배우 연기가 신선했음
파라다이스 목장,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=82706&target=after,2,난나니니뇨~ ...만 기억에 남은 드라마
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,9,생각보다 괜찮은데 맞춰서 서있는것만 빼면재밌는거 같아요
강릉,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=208530&target=after,10,코로나로 힘든시기에 극장가서 한국영화봐서 좋았습니다 좋은작품 고맙습니다
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,1,진짜 이런 개연성 없는 마블 영화는 첨이고 보면서 이렇게 지루하고 액션은 꽝이고 잼민이 용 영화 느낌 ㅋㅋㅋ 뭔 파워레인저 보는 듯 ㅋㅋㅋ 보면서 어이털린 영화는 첨이다 ㅋㅋ
싱크홀,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=188472&target=after,2,처참합니다...이게 참...
싱크홀,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=188472&target=after,2,애니메이션인가... CG무슨일..꽃보다남자의 수영장 오리씬이 떠오름
프렌치 디스패치,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187312&target=after,10,"독자가 되서 기사를 읽는 듯 담담하게 관조하게 되는 뛰어난 영상미의 작품. 예술, 정치, 사회를 모두 건드려 생각할 거리를 많이 준다. 엔딩크레딧까지 아트."
인사이드 아웃,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=115622&target=after,10,울적한 마음을 달래기 위한 어른들의 애니메이션
라스트 모히칸,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=11720&target=after,10,초딩때 보고 20대가 돼서 다시보니 또 다른 느낌이네요 ost와 연출이 그냥 미쳤습니다
프렌치 디스패치,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187312&target=after,10,"역시,,유명배우 라인업 개쩔,,믿고보는감독,,지루할까바 걱정했는데,빨려들어가더라시간순삭팝콘까지먹을수있어서 진짜조았음,,꼭,극장에서보세요영알못친구가,,재밌어해씀"
안나 카레니나,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=93217&target=after,7,안나가 노답인 이유는 성장기에 있을듯 오은영 박사의 말을 들어보자
둠,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=43500&target=after,6,
고양이에게 밥을 주지 마세요,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=195962&target=after,10,생명에는 경중이 없다....
변산,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=164151&target=after,9,인생의 멋이 있는 좋은영화.       랩이 귀에 들리고 마음을 울린다
007 노 타임 투 다이,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=99702&target=after,6,언제봐도 참 차분한 액션영화.. 초반에 쪼금만 나온 아나 디 아르마스가 본드걸이었으면 대박쳤을듯
밀리언 달러 베이비,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=39809&target=after,10,중간부터 눈물이 멈추지 않았습니다... 앞으로도 내내 여운이 깊게 남을 거 같아요.
듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,9,벌써 끝난다고? 하는 영화 보는 내내 경이롭다.꼭 영화관에서 보세요. 2023년 파트2 기다립니다. 가슴이 웅장해진다..
듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,드뇌 빌레브와 한스짐머 역시 실망시키지 않습니다. 진짜 최고예요
안나 카레니나,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=93217&target=after,10,손연기다른사람들이 부인 욕해도 내 부인이니 험담 금해 달라올 화이트에 숲에 누워있는알렉세이 . 안나그가찢은편지조각은눈이더ㅣ어내린다그는 행복으로 충만하다...잘못에대한 사람들의 시선처리화면전개방식  한가지 분명한건 그녀는 어느모습이든 너무 아름답다는거
싱크홀,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=188472&target=after,2,평점 주기 힘든 영화 ㅠ 어떻게 이런영화가 있는지
귀멸의 칼날: 나타구모산 편,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=201681&target=after,10,"음악도 너무 좋고 영화관에서 보니 너무 좋았어요. 한번더 볼 예정입니다. 남매의 연도 좋았지만, 액션신도 늘어나고 나타구모산 편이 더 재밌었네요. 인생 최고의 애니메이션을 극장에서 만나니 더 좋았습니다."
디어 에반 핸슨,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=207940&target=after,6,음악은 감동이지만 공감이 쫌....
귀멸의 칼날: 남매의 연,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=201680&target=after,10,말해뭐해 최고의 애니메이션의 시작이네요. 너무 좋았습니다.
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,10,연기와 연출이 너무 좋았어요. 웃기는 장면도 너무 좋았어요. 재밌는 작품인데 평점이 너무 낮네요. 조은지는 연출도 잘하네요. 배우들도 살아 숨쉬는 캐릭터를 모두 잘 살린듯.
안나 카레니나,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=93217&target=after,6,화려한 영상미는 있지만 97년도 소피마르소가 출연한 버전이 훨씬 더 여운이 남아요. 이번 버전은 좀 아쉽네요..
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,10,"영화평을 처음으로 적습니다. 평이 너무 나빠서 포기한 상태에서 보러갔는데... 저는 잠시도 눈을 떼지 못할 정도로 재미있게 보았습니다. 오히려 왜 이렇게 욕을 먹는지 음... 절대다수의 평이 안좋은 것을 보면 불호가 많은 것이 팩트겠지만 제 취향과 맞았나 봅니다. 소문으로는 액션이 적다고 하는데 영화를 보고난 이후 저는 사이 사이 액션씬도 충분했다고 느꼈습니다. 개인적으로 마블 탑3에 넣어봅니다. 저같은 사람도 있을 듯 하므로 안보는 것 보다는 기대를 접고, 마음 비우고 보러 가는 것을 권합니다."
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,2,짱깨가 감독을 하면 영화는 망한다.착짱죽짱은 틀린말이 아니다.영화 쌉노잼.마동석 10분도 안나옴.한국인을 농락한 짱깨영화
강릉,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=208530&target=after,10,유오성 장혁 오대환 연기 너무 좋고 모든 배우들 다 너무 좋았어요. 남자들의 찐한 영화 너무 좋았습니다.
듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,진짜 재미있네요... 2편 언제기다려 ㅠㅠ
보이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=190320&target=after,10,보이스피싱이라는 소재로 얼마나 재미있는 각본과 연출이 나올라나 사실 크게 기대는 안했는데 영화를 보는 내내 흥미진진했고 스토리가 복잡하진 않으나 꽉~찬 느낌을 받으며 처음부터 끝까지 이 느낌으로 보았습니다. 강추합니다
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,10,재미없다는 글이 많아서 기대안하고 봤는데왜이렇게 재밌어요  마동석님 나오시니 신기하고ㅋ영어도 잘하시네요무지 진지해서 지루하다고들 느끼는거 같은데 영상도 멋졌구요.각자의 능력으로 싸우는모습이 넘멋졌어요. 내용이 너무재밌어서 긴시간이 지나는것도 지루하지않았어요다음편도 기대되요.강추
안나 카레니나,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=18442&target=after,10,확실히 2013년도 버전보다 연출력이 뛰어나고 깊이가 있네요.
듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,"티모시의 눈부신 미모에 눈을 뗄 수 없었다. 음악과 신선한 소재. 사막이 바다처럼 움직이는게 신기했다. 던컨의 충직함, 유에의 배신.영웅의 탄생을 알리는 듯한 강렬한 1편이었고 2편이 더욱 기대된다!"
너의 이름은.,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=150198&target=after,10,맘이 따뜻해지는 최고의 애니
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,10,웃기기만 한 영화인줄 알았는데 스토리도 있고 감동도 있고 연기들을 넘 잘하셔서 잘 봤어요^^
강릉,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=208530&target=after,1,자고 일어나니 영화가 끝나있었다
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,6,별 스토리 없음
와이키키 브라더스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=31422&target=after,10,나이들면서 볼 때마다 새롭다. 음악은 덤. 유명 배우들의 리즈 시절은 눈요기.
싱크홀,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=188472&target=after,1,넷플릭스로 봐도 욕나오내 내 시간 돌려내라
신세계,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=91031&target=after,10,꼭 보세요 너무 잼있음!!!
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,1,보다 잤다 와이프도 같이 잤다
디어 에반 핸슨,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=207940&target=after,3,노래가 다 하고 너무 현실성없고 억지내용 거짓말을 왜 해서 두 번 죽이는 거지 ㅠ 절대 용서할 수 없는건데 뭔가 주고자하는 메세지는 좋았으나 내용이 막장이었다
내겐 너무 소중한 너,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=201898&target=after,10,너무 많이 울었습니다ㅠㅠ
007 카지노 로얄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=42117&target=after,9,007의 손꼽히는 걸작 에바그린은 최고의 팜므파탈
프렌치 디스패치,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187312&target=after,8,새로운 느낌. 후반에는 조금 지루하긴 했음
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,10,괜춘. 수능 끝나고 보기 좋았음 ㅎㅎ
듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,1,그냥 워스트오브 워스트 입니다
매드맥스: 로드 워,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=145747&target=after,1,이것은 1점이 아니다. 11점이다.
블랙 호크 다운,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=33410&target=after,10,20년된 영화 맞나? ...
이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,8,방금 보고 옴. 평점 낮아서 망설였는데...집사람이랑 저 모두 만족함. 평점이 너무 박함. 추천까지는 아니어도 비추는 아님! 그리고 앞으로 계속 볼 사람이면 그냥 보셈. 이제 시작이니까. 마지막으로 끝나구 2편(1개 아니고 2개)의 추가 영상이 있으니 놓치지 마시구요.
장르만 로맨스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185264&target=after,1,
